metabolism,carrying capacity,vision,age,sugar
2.8431876606683804,14.624678663239074,2.961439588688946,1.0,11.670668119713019
2.8210526315789473,14.626315789473685,2.981578947368421,2.0,11.21518232313487
2.8026666666666666,14.618666666666666,3.005333333333333,3.0,10.99168956221371
2.7717391304347827,14.641304347826088,3.027173913043478,4.0,10.981581866388394
2.7375690607734806,14.651933701657459,3.0552486187845305,5.0,10.822889663979192
2.680911680911681,14.675213675213675,3.0997150997150995,6.0,10.55011474034872
2.5891238670694863,14.755287009063444,3.1450151057401814,7.0,10.125776970579858
2.395348837209302,14.903654485049834,3.1528239202657806,8.0,9.699040898842501
2.185185185185185,15.044444444444444,3.1333333333333333,9.0,9.318003456511043
2.0040983606557377,15.151639344262295,3.139344262295082,10.0,8.807640407985255
1.835680751173709,15.272300469483568,3.2065727699530515,11.0,8.612693740162447
1.7357512953367875,15.347150259067357,3.2797927461139897,12.0,9.2365939491194
1.7127659574468086,15.345744680851064,3.2819148936170213,13.0,9.490981044608434
1.6777777777777778,15.344444444444445,3.327777777777778,14.0,9.66252676453161
1.6294117647058823,15.33529411764706,3.3058823529411763,15.0,9.790855369489849
1.5875,15.375,3.36875,16.0,9.750082295699947
1.5533333333333332,15.52,3.4066666666666667,17.0,9.660083083417927
1.5174825174825175,15.48951048951049,3.4125874125874125,18.0,9.269706193573883
1.489051094890511,15.532846715328468,3.394160583941606,19.0,8.67960529057624
1.396694214876033,15.59504132231405,3.347107438016529,20.0,8.421608200463123
1.3364485981308412,15.700934579439252,3.383177570093458,21.0,8.043302375749777
1.29,15.6,3.35,22.0,8.491084239867076
1.2692307692307692,15.576923076923077,3.480769230769231,20.884615384615383,8.977194232863287
1.2621359223300972,15.45631067961165,3.592233009708738,19.631067961165048,9.439364697041148
1.2314814814814814,15.527777777777779,3.7222222222222223,18.824074074074073,10.370002832461434
1.2,15.57391304347826,3.747826086956522,18.026086956521738,11.063954423535403
1.185483870967742,15.685483870967742,3.7903225806451615,17.508064516129032,10.831545638052296
1.1451612903225807,15.653225806451612,3.8870967741935485,16.693548387096776,10.639501148773913
1.1023622047244095,15.78740157480315,3.9291338582677167,15.968503937007874,10.332394966042123
1.0909090909090908,15.712121212121213,3.962121212121212,15.265151515151516,9.804668453856506
1.0814814814814815,15.696296296296296,4.022222222222222,14.733333333333333,9.81522983013848
1.0763888888888888,15.67361111111111,4.090277777777778,14.597222222222221,10.760344530747293
1.054054054054054,15.81081081081081,4.114864864864865,14.06081081081081,11.538835296593263
1.0445859872611465,15.78343949044586,4.140127388535032,14.044585987261147,12.396309101257296
1.0429447852760736,15.846625766871165,4.171779141104294,13.693251533742332,12.761450059358467
1.0414201183431953,15.875739644970414,4.189349112426036,13.378698224852071,12.538556813273145
1.0397727272727273,15.971590909090908,4.25,13.232954545454545,12.51057021393605
1.0437158469945356,16.092896174863387,4.306010928961749,13.120218579234972,12.651991643344786
1.0466321243523315,16.155440414507773,4.321243523316062,13.44041450777202,12.576160413451497
1.044776119402985,16.203980099502488,4.338308457711443,13.517412935323383,11.951310100611432
1.0390243902439025,16.307317073170733,4.360975609756098,13.258536585365853,11.270684886676241
1.028301886792453,16.306603773584907,4.386792452830188,13.40566037735849,11.798660463028131
